"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"tingkatkan lagi pak","45329","354","90001609","20161","3","3","2","3","3","2","3","2","2","3","198"
"bu titis terbai 10an","45353","340","90001461","20161","4","4","4","4","4","4","4","4","4","4","198"
"matur nuwun bu..","45354","340","90001461","20161","4","4","4","4","4","4","3","4","4","4","198"
"joss bu...","45355","340","90001461","20161","4","4","4","4","4","4","4","4","3","4","198"
"semangat","45356","340","90001461","20161","3","3","3","3","3","2","2","2","3","3","198"
"ibu terimakasih udah mengajar 1/2 semester","45357","340","90001461","20161","3","3","3","4","3","3","3","3","3","3","198"
"semangat bu, semoga nilai baik-baik ya bu.","45358","340","90001461","20161","3","3","3","4","3","3","3","3","3","3","198"
"cara menjelaskannya lebih baik lagi ya bu.","45359","340","90001461","20161","3","3","3","3","3","3","2","3","3","3","198"
"ibu kalau ada contoh jangan cepat-cepat bahasnya kita ada yg ngak mudeng.","45360","340","90001461","20161","3","3","3","3","3","3","3","3","3","3","198"
"mantaps","45361","340","90001461","20161","3","3","3","3","3","3","3","3","3","3","198"
"bu titis dalam menerangkan jelas.","45362","340","90001461","20161","4","4","4","4","4","4","4","4","4","4","198"
"semangat...","45363","340","90001461","20161","3","4","3","4","4","4","3","3","3","3","198"
"lebih keras suaranya dan lebih banyak memberikan contoh-contoh soal","45383","340","90001463","20161","3","3","3","3","4","3","3","3","3","3","198"
"baik","45384","340","90001463","20161","3","4","1","2","3","4","4","2","4","4","198"
"selingi candaan agar tidak bosan","45413","186","90001455","20161","4","4","3","4","4","2","4","3","3","3","198"
"tetap semangat pak","45414","186","90001455","20161","4","3","3","4","4","3","4","3","4","3","198"
"pertahankan seperti ini pak, kuliah yang menyenangkan.","45415","186","90001455","20161","4","4","3","4","3","2","3","3","4","3","198"
"sudah sangat baik dalam mengajar mhs, saran tidk ada sudah baik dalam membuat mhs tertarik kpd matkul PTI","45416","186","90001455","20161","4","4","4","4","4","4","4","4","4","3","198"
"sudah sangat baik","45417","186","90001455","20161","4","4","3","3","3","2","4","3","4","4","198"
"super sekali !","45418","186","90001455","20161","4","4","4","4","4","4","4","4","4","4","198"
"no coment","45419","186","90001455","20161","4","4","4","4","4","4","4","4","4","4","198"
"tingkatin lagi dlm menguasai kelasnya pak...","45420","186","90001455","20161","3","3","2","3","3","3","4","2","2","2","198"
"bu titis boom","45443","340","90001465","20161","4","4","4","4","4","4","4","4","4","4","198"
"tolong berikan kami dosen yg sesuai basic mereka supaya lebih memahami materi.","45444","340","90001465","20161","2","3","2","3","3","2","2","3","2","3","198"
"ibu lebih baik lagi dlm penyampaian materi","45445","340","90001465","20161","3","3","3","4","3","3","3","3","2","3","198"
"ibu soal ujiannya jangan sulit-sulit ya...","45446","340","90001465","20161","3","3","3","3","3","3","3","3","3","3","198"
"lebih kangen bu...","45447","340","90001465","20161","3","3","3","3","3","4","4","3","3","4","198"
"soal UAsnya jangan yg sulit-sulit ya bu...","45448","340","90001465","20161","3","3","3","3","3","2","2","3","3","3","198"
"semoga soal UAS enggak sulit dan kita mudah memahami supaya bisa menutupi nilai UTS yg jelek","45449","340","90001465","20161","4","4","4","4","4","4","3","3","3","3","198"
"boomm","45450","340","90001465","20161","4","4","4","4","4","4","4","4","4","4","198"
"joss","45451","340","90001465","20161","4","4","3","4","4","4","3","3","3","3","198"
"butuh lif supaya UAD jadi hits mantap jiwa","45473","340","90001466","20161","4","4","4","4","4","4","4","4","4","4","198"
"jangan garing bu hehehe","45474","340","90001466","20161","2","3","2","3","3","2","2","2","2","3","198"
"ibu jangan suka bingung bu...","45475","340","90001466","20161","4","4","3","3","4","1","4","2","2","2","198"
"mantep jiwa","45476","340","90001466","20161","4","4","4","4","4","4","4","4","4","4","198"
"ruangan ditambah Ac biar nyaman, duit SPPP kan banyak.","45477","340","90001466","20161","3","2","3","3","3","3","3","3","3","3","198"
"kami butuh AC","45478","340","90001466","20161","3","3","3","3","3","3","3","3","3","3","198"
"kami butuh AC, 1 klas jgn terlalu banyak mhs sumpek","45479","340","90001466","20161","3","3","4","4","4","4","3","4","3","3","198"
"kelas ber AC","45480","340","90001466","20161","3","3","3","3","3","3","3","3","3","3","198"
"terimakasih telah mengajar dengan baik","45481","340","90001466","20161","4","4","4","4","4","3","3","3","4","4","198"
"wifi dipercepat","45482","340","90001466","20161","3","3","3","3","3","3","3","3","3","3","198"
"tambahin AC","45488","340","90001466","20161","3","3","3","3","3","2","3","3","3","3","198"
"wii diperbaiki","45490","340","90001466","20161","3","3","3","3","3","3","3","3","3","3","198"
"tingkatkan...","45503","341","90001471","20161","3","3","3","3","3","3","3","3","3","3","198"
"banyakin videonya...","45504","341","90001471","20161","3","3","3","3","3","3","3","3","3","3","198"
"semoga dapat lebih baik","45505","341","90001471","20161","3","3","3","4","3","2","3","3","3","3","198"
"you very is the best, thankss and very kidding","45533","348","90001510","20161","4","4","4","4","4","4","4","4","4","4","198"
"teacher is the best","45534","348","90001510","20161","4","4","4","4","4","4","4","4","4","4","198"
"dalam mempelajari bhs inggris kalau boleh jangan terlalu banyak mhs nanti kurang efektif","45535","348","90001510","20161","4","4","4","4","4","4","4","4","4","4","198"
"lebih tepat janji dalam berkata","45536","348","90001510","20161","3","2","2","3","2","2","3","4","3","2","198"
"lebih mudah lagi ya pak soal UTS !","45563","173","90001526","20161","4","4","4","4","4","4","4","4","4","4","198"
"be letter sir","45564","173","90001526","20161","3","3","3","4","3","3","3","3","3","3","198"
"maju terus","45565","173","90001526","20161","4","4","4","4","4","4","4","4","4","4","198"
"alhamdulillah","45566","173","90001526","20161","4","4","4","4","4","4","3","4","4","4","198"
"thank you sir","45567","173","90001526","20161","4","2","3","4","2","2","2","3","3","3","198"
"dosen sudh mengajar dengan sungguh-sungguh, tapi mhs cuma bisa dihitung jari","45593","118","90001432","20161","4","4","4","4","4","4","4","3","3","4","198"
"Suaranya kurang jelas pd saat menerangkan","45599","191","90001524","20161","3","3","3","3","3","3","3","3","3","3","199"
"lanjutkan","45609","191","90001524","20161","2","3","3","3","3","3","3","4","3","4","199"
"Jangan sering telat bu kita butuh libur","45615","189","90001520","20161","3","3","3","3","3","3","3","3","3","3","199"
"Mantap jiwa","45616","189","90001520","20161","4","4","4","4","4","4","4","4","4","4","199"
"Suaranya tidak jelas, tidak terdengar walaupun menggunakan pengeras suara","45621","189","90001520","20161","2","2","2","2","2","2","2","2","2","2","199"
"3Jangan ganti# dosen","45626","189","90001520","20161","3","3","2","4","3","3","3","3","3","3","199"
"Tambah AC di ruang kelas","45627","189","90001520","20161","3","3","2","3","3","2","3","2","2","2","199"
"Ibu ngajarnya lebih semangat ya, biar kami di kelas juga semangat","45631","189","90001520","20161","3","3","2","2","3","1","3","2","2","3","199"
"AC dong","45632","189","90001520","20161","4","4","4","2","3","1","4","2","2","3","199"
"Fasilitas kelas ditingkatkan AC to : BIFAS","45633","189","90001520","20161","3","3","3","3","3","1","3","3","2","3","199"
"Ibu mohon suaranya dipertegas , kami butuh AC","45634","189","90001520","20161","3","3","3","3","3","3","3","3","3","3","199"
"Kalau ngajar yang tegas dan suara yang keras","45635","189","90001520","20161","4","4","4","4","4","4","4","1","2","4","199"
"Terimakasih telah mengajar dengan baik","45641","189","90001520","20161","4","4","3","4","4","3","4","3","3","4","199"
"ACnya dong bu Panas,..sering masuk kuliah","45642","189","90001520","20161","3","3","3","3","3","3","3","3","3","3","199"
"Kelas ber AC","45644","189","90001520","20161","3","3","3","3","3","2","3","3","3","3","199"
"Lebih efektif dalam memange waktu, sehingga waktu yg telah ditentukan. sesuai dengan ketentuan yg telah ada","45647","173","90001529","20161","3","3","3","4","4","3","2","3","3","4","199"
"Bagus, baik","45659","173","90001529","20161","3","3","3","3","3","4","2","3","3","4","199"
"Jangan mempersulit mahasiswa","45664","173","90001529","20161","4","4","4","4","4","3","1","3","4","4","199"
"Wow","45671","126","90001378","20161","3","3","3","3","3","2","2","2","2","3","199"
"Materinya dinaikan lagi","45690","126","90001378","20161","3","4","4","3","3","2","2","3","3","3","199"
"Luar biasa, Tingkatkan","45696","126","90001378","20161","4","4","4","4","4","4","4","4","4","4","199"
"terima kasih ya bu udah sabar banget wkwk.","45704","317","90001491","20161","4","4","4","4","4","4","4","4","4","4","198"
"Pak ngajar dikelas kita lagi ya","45705","179","90001563","20161","4","4","4","4","4","4","4","4","4","4","311"
"amazing.","45706","317","90001491","20161","4","4","4","4","4","4","4","4","4","4","198"
"Saya suka cara bapak mengajar cukup menginspirasi saya hanya suaranya kecil","45709","179","90001563","20161","4","4","4","3","3","3","3","3","3","3","311"
"Lebih banyak interaksi dengan mahasiswa","45715","179","90001563","20161","3","3","3","3","4","1","3","3","3","2","311"
"Cara mengajarnya lebih baik lagi dan pada saat menjelaskan mohon pakai microfon","45717","179","90001563","20161","4","4","3","4","3","4","4","4","4","4","311"
"pertahankan","45725","317","90001491","20161","4","3","3","4","4","2","3","4","3","3","198"
"Terbaik Pak","45730","179","90001563","20161","4","4","4","4","4","4","4","4","4","4","311"
"Cara mengajarnya bagus tapi monoton","45735","179","90001563","20161","4","3","3","4","3","2","4","4","4","4","311"
"just relax","45737","317","90001491","20161","4","3","4","4","4","4","3","4","4","4","198"
"Suaranya kurang jelas ketika menerangkan karena tidak memakai pelantang suara","45738","179","90001563","20161","4","4","4","3","4","2","4","4","4","3","311"
"Saat Menjelaskan materi diharapkan bapak lebih menjelaskan dengan baik volume suara mohon lebih diperbesar","45746","179","90001563","20161","4","3","4","3","4","2","3","3","3","3","311"
"Jarang menggunakan mikrofon, jadinya yang belakang tidak kedengeran suaranya","45751","179","90001563","20161","4","3","4","4","3","2","4","3","4","4","311"
"Cara mengajarnya mohon diperbaiki lagi","45754","179","90001563","20161","3","4","3","3","4","2","3","2","2","3","311"
"perbaiki infrastruktur... khususnya teknik industri","45755","189","90001475","20161","3","3","3","3","3","3","3","3","3","3","198"
"Cukup kangen","45756","179","90001563","20161","3","3","3","3","3","1","3","3","3","3","311"
"lebih mengayomi","45757","189","90001475","20161","3","3","3","3","3","3","3","3","3","3","198"
"Menjelaskan sudah sangat baik, tetapi mungkin lebih baik menggunakan microfon biar lebih terdengar","45780","179","90001563","20161","4","3","4","4","3","1","3","3","3","3","311"
"Bahan untuk ujian tidak diberi","45784","179","90001563","20161","3","3","3","3","3","2","2","3","3","3","311"
"minimalkan kuliah oengganti malam hari","45795","294","90001340","20161","4","4","3","3","3","3","2","3","3","3","198"
"dosen cukup baik, tapi cara mengajar terlalu cepat.","45796","294","90001340","20161","3","3","3","4","3","2","3","3","3","4","198"
"jgn hanya menjelaskan yg duduk di depan saja","45829","123","90001353","20161","4","3","3","4","4","4","4","3","3","4","198"
"Tolong Ibu istirahat cuti hamil saya trenyuh liat ibu naik turun tangga","45830","317","90001493","20161","4","4","4","4","4","3","3","3","3","3","311"
"fasilitas wifi, speednya ditambah dan jangkauannya diperluas","45834","123","90001353","20161","4","4","4","4","3","1","3","4","3","3","198"
"tidak ada jam pengganti","45837","123","90001353","20161","4","3","3","3","2","2","2","3","2","3","198"
"sepertinya tidak ada","45838","123","90001353","20161","4","3","3","4","4","1","2","4","3","3","198"
"Jangan galakgalak Bu biar awet muda sehat selalu bahagia selalu","45839","317","90001493","20161","3","3","3","3","3","3","3","3","3","3","311"
"Terima kasih bu sudah mengajar kami walaupun dalam keadaan hamil","45843","317","90001493","20161","3","3","3","3","3","3","3","3","3","3","311"
"kurang cukup menguasai kelas yg ribut","45848","123","90001353","20161","3","3","4","4","3","3","2","4","3","3","198"
"datang lebih tepat waktu dan mengajar bukan hanya fokus orang-orang tertentu saja.","45849","123","90001353","20161","4","4","3","4","3","2","2","2","3","3","198"
"kurang bisa menguasai kelas yg gaduh","45850","123","90001353","20161","3","3","2","3","3","2","2","3","2","3","198"
"pak taufiq is the best","45851","123","90001353","20161","2","3","4","4","4","2","3","4","4","3","198"
"buatlah pembelajaran lebih menarik agar siswa lebih meminati","45852","123","90001353","20161","4","4","4","4","3","1","2","3","3","2","198"
"Tolong ditambah contoh cara yang umum didalam penggunaan sistem produksi","45853","317","90001493","20161","3","3","3","3","3","2","3","3","3","3","311"
"buatlah pembelajaran lebih di minati mhsnya","45854","123","90001353","20161","4","4","4","4","3","1","3","3","3","3","198"
"buatlah pembelajaran menjadi menarik lagi","45857","123","90001353","20161","4","4","3","4","3","1","4","3","3","3","198"
"pak taufik the best","45859","123","90001353","20161","4","4","3","4","4","2","3","3","4","3","198"
"pd saat utk menjelaskan harus memahami penting dalam sebuah pelajaran dan mhs hrs jg memahami juga.","45862","123","90001353","20161","4","3","3","4","4","4","3","3","3","3","198"
"tolong dalam menjelaskan sambil mengambil suasana kelas agar mhs ikut tertarik","45863","123","90001353","20161","4","3","3","4","4","2","3","2","3","3","198"
"udah sip jadi best lah","45864","123","90001353","20161","4","3","3","4","4","2","4","3","4","4","198"
"sabar dan sangat baik dalam pelajaran","45865","123","90001353","20161","4","3","3","4","3","3","2","3","3","3","198"
"pak taufiq i love you","45878","123","90001353","20161","4","4","3","4","4","2","3","3","4","3","198"
"pak taufik sabar selalu","45879","123","90001353","20161","4","3","3","4","3","3","2","3","3","3","198"
"semangat pak","45880","123","90001352","20161","3","3","3","3","3","3","3","3","3","3","198"
"jgn suka tdk masuk","45881","123","90001352","20161","3","3","3","3","3","3","2","3","2","3","198"
"belajar mikro kontroller untuk analisa mesin/perangkat listrik","45882","123","90001352","20161","3","3","3","4","3","1","3","3","3","3","198"
"Semoga yang ngajar matakuliah ini Bu Wanda lagi","45894","342","90001509","20161","4","4","4","4","4","3","4","4","4","4","311"
"Sip","45900","342","90001509","20161","3","3","3","3","3","3","3","3","3","3","311"
"Jos","45902","342","90001509","20161","4","3","2","3","4","4","4","3","4","4","311"
"yes","45904","342","90001509","20161","3","3","3","3","3","4","3","3","3","4","311"
"Ditunggu semester depan ya Bu Wanda semoga ibu mengajar lagi ya","45909","342","90001509","20161","4","4","4","4","4","4","4","4","4","4","311"
